,datetime,open,high,low,close
1152,2026-01-09 05:30:00,91024.01,91551.78,90750.04,91119.49
1153,2026-01-09 09:30:00,91119.5,91141.5,90626.82,90642
1154,2026-01-09 13:30:00,90640.58,90741.08,89583.58,90348.09
1155,2026-01-09 17:30:00,90348.09,91944.52,89735.11,91096
1156,2026-01-09 21:30:00,91094.51,91745.55,90064.43,90217.89
1157,2026-01-10 01:30:00,90217.88,90587.83,90000,90515.45
1158,2026-01-10 05:30:00,90515.12,90650,90375.99,90503.51
1159,2026-01-10 09:30:00,90503.49,90557.68,90280,90543.77
1160,2026-01-10 13:30:00,90543.77,90698,90489.77,90614.02
1161,2026-01-10 17:30:00,90614.03,90672.03,90415.77,90536.87
1162,2026-01-10 21:30:00,90536.87,90620.56,90380.53,90509.92
1163,2026-01-11 01:30:00,90509.93,90545.57,90251.43,90385.54
1164,2026-01-11 05:30:00,90387.36,90624.99,90324.8,90618.85
1165,2026-01-11 09:30:00,90618.85,90734.42,90472.74,90585.96
1166,2026-01-11 13:30:00,90585.96,90695.48,90491.93,90621.85
1167,2026-01-11 17:30:00,90626.99,91067.94,90582,90751.56
1168,2026-01-11 21:30:00,90751.56,91173.12,90537.01,90553.91
1169,2026-01-12 01:30:00,90554,90923.52,90109,90872.01
1170,2026-01-12 05:30:00,90878.51,92406.3,90562.92,91677.99
1171,2026-01-12 09:30:00,91678,92166.46,91255,91277.59
1172,2026-01-12 13:30:00,91277.58,91505.64,90234,90495.27
1173,2026-01-12 17:30:00,90495.2,91596.42,90003.46,91579.72
1174,2026-01-12 21:30:00,91577.04,92257.47,90944.26,91784.13
1175,2026-01-13 01:30:00,91784.13,91981.1,90852.79,91188.09
1176,2026-01-13 05:30:00,91188.08,91453.66,90925.17,91310.01
1177,2026-01-13 09:30:00,91310.01,92188,91236,91837.19
1178,2026-01-13 13:30:00,91842.01,92590,91831.08,91895.69
1179,2026-01-13 17:30:00,91900,93432.69,91681.16,93425.99
1180,2026-01-13 21:30:00,93425.94,94242.89,93037.87,94230.01
1181,2026-01-14 01:30:00,94232.94,96250,93926.09,95384.23
1182,2026-01-14 05:30:00,95385.59,95691.95,95085.51,95683.13
1183,2026-01-14 09:30:00,95683.14,95759.8,94518.63,95186.89
1184,2026-01-14 13:30:00,95186.9,95298.66,94687.22,94756.03
1185,2026-01-14 17:30:00,94755.02,97112.51,94634,96770.01
1186,2026-01-14 21:30:00,96772.01,97843.91,96211.99,97273.44
1187,2026-01-15 01:30:00,97275.78,97963.62,96793.2,96955.16
1188,2026-01-15 05:30:00,96954.02,97015.41,95742,95950
1189,2026-01-15 09:30:00,95950,96737.34,95915.45,96616.13
1190,2026-01-15 13:30:00,96617.7,97176.42,96272,96562.02
1191,2026-01-15 17:30:00,96562.01,97139.7,95400.01,96690.95
1192,2026-01-15 21:30:00,96682.49,97041.95,95165.01,95464.9
1193,2026-01-16 01:30:00,95470,95838,95066.19,95587.65
1194,2026-01-16 05:30:00,95578.2,95830.49,95302.4,95319.18
1195,2026-01-16 09:30:00,95319.17,95801.96,95117.1,95628.93
1196,2026-01-16 13:30:00,95628.93,95821.67,95217.4,95388
1197,2026-01-16 17:30:00,95388,95799.96,94229.04,94531.87
1198,2026-01-16 21:30:00,94531.87,95187.8,94450.92,94947.55
1199,2026-01-17 01:30:00,94947.55,95581.61,94627.8,95504
1200,2026-01-17 05:30:00,95503.99,95542.25,95163.86,95326.18
1201,2026-01-17 09:30:00,95326.18,95347.8,95007.5,95060.09
1202,2026-01-17 13:30:00,95060.08,95287.13,94995,95279.82
1203,2026-01-17 17:30:00,95279.56,95600,95158.84,95541.15
1204,2026-01-17 21:30:00,95541.16,95546.22,95180.01,95260.17
1205,2026-01-18 01:30:00,95260.17,95377.8,94980.12,95109.99
1206,2026-01-18 05:30:00,95109.99,95197.7,94821.01,95154.01
1207,2026-01-18 09:30:00,95154,95221.99,94985.1,94991.52
1208,2026-01-18 13:30:00,94991.52,95249.93,94978.13,95123.98
1209,2026-01-18 17:30:00,95123.98,95326.01,94858.81,95074.1
1210,2026-01-18 21:30:00,95074.11,95482.9,95012.89,95336
1211,2026-01-19 01:30:00,95336,95485,93559.78,93633.53
1212,2026-01-19 05:30:00,93630,93630,91935.3,92656.01
1213,2026-01-19 09:30:00,92656.02,92811.58,92300.49,92787.38
1214,2026-01-19 13:30:00,92787.37,93327.89,92636.27,93133.08
1215,2026-01-19 17:30:00,93133.08,93169.49,92640.01,93009.65
1216,2026-01-19 21:30:00,93009.65,93359,92872.58,93048.01
1217,2026-01-20 01:30:00,93048.01,93289.87,92079.93,92559.66
1218,2026-01-20 05:30:00,92559.65,92807.99,92190.13,92360.27
1219,2026-01-20 09:30:00,92360.27,92405.54,90676.73,91068
1220,2026-01-20 13:30:00,91072.1,91360.77,90558.99,91134.95
1221,2026-01-20 17:30:00,91134.9,91286.99,89750,90585.89
1222,2026-01-20 21:30:00,90585.89,90888.6,89162,89594
1223,2026-01-21 01:30:00,89595.96,89722,87767.53,88310.6
1224,2026-01-21 05:30:00,88310.6,89495.99,88130.01,89319.06
1225,2026-01-21 09:30:00,89319.06,90009.7,88908.91,89092.77
1226,2026-01-21 13:30:00,89088.72,89387.16,88600,88691.8
1227,2026-01-21 17:30:00,88691.73,90500,88107.16,90208.16
1228,2026-01-21 21:30:00,90208.15,90368.7,87156,90281.8
1229,2026-01-22 01:30:00,90281.8,90313.78,89269.65,89363.71
1230,2026-01-22 05:30:00,89363.71,90273.35,89363.71,89801.93
1231,2026-01-22 09:30:00,89801.93,90129.4,89698.08,89728.3
1232,2026-01-22 13:30:00,89728.3,90062,89663.21,89837.84
1233,2026-01-22 17:30:00,89837.84,90250,88408.65,88907.99
1234,2026-01-22 21:30:00,88903.97,89850,88570,89676.01
1235,2026-01-23 01:30:00,89677.58,89868,89044.04,89463.5
1236,2026-01-23 05:30:00,89463.51,89887.98,89345.67,89831.13
1237,2026-01-23 09:30:00,89831.13,89972.9,89272.39,89415.47
1238,2026-01-23 13:30:00,89415.47,89506.75,88737.98,89094.89
1239,2026-01-23 17:30:00,89094.88,89767.99,88440.65,89641.84
1240,2026-01-23 21:30:00,89641.85,91147.01,89346.05,89874
1241,2026-01-24 01:30:00,89872.95,90052.21,89089.6,89474.93
1242,2026-01-24 05:30:00,89474.94,89832.72,89289.74,89637.43
1243,2026-01-24 09:30:00,89637.42,89732.38,89426.21,89477.08
1244,2026-01-24 13:30:00,89474.47,89549.79,89435,89450.01
1245,2026-01-24 17:30:00,89450,89450.01,89042,89131.9
1246,2026-01-24 21:30:00,89131.9,89320.8,89007.01,89183.91
1247,2026-01-25 01:30:00,89183.91,89358.02,89065.4,89082.17
1248,2026-01-25 05:30:00,89082.16,89177.95,88691.92,88819.61
1249,2026-01-25 09:30:00,88819.61,88958.03,88488,88521.35
1250,2026-01-25 13:30:00,88521.35,88621.26,88000,88430
1251,2026-01-25 17:30:00,88430,88847.56,88248.63,88323.61
1252,2026-01-25 21:30:00,88323.6,88328.79,86100,86391.94
1253,2026-01-26 01:30:00,86391.94,86921.57,86000.13,86561.94
1254,2026-01-26 05:30:00,86561.94,87863.84,86411.7,87147.24
1255,2026-01-26 09:30:00,87147.24,87986.04,87111.78,87906.01
1256,2026-01-26 13:30:00,87906,88289.32,87492.24,87754.38
1257,2026-01-26 17:30:00,87754.38,88787.97,87223,87558.14
1258,2026-01-26 21:30:00,87558.22,88465,86922.04,87915.99
1259,2026-01-27 01:30:00,87914.02,88565.49,87425.93,88250.01
1260,2026-01-27 05:30:00,88250,88789.51,88100,88672.02
1261,2026-01-27 09:30:00,88672.01,88888,88169.09,88212
1262,2026-01-27 13:30:00,88212,88289.2,87615,87861.93
1263,2026-01-27 17:30:00,87860.61,88339.99,87431.47,87916.43
1264,2026-01-27 21:30:00,87916.42,88723.57,87180.01,88288.25
1265,2026-01-28 01:30:00,88286.34,89447.21,88238.5,89116.96
1266,2026-01-28 05:30:00,89116.96,89384.41,88855.51,88991.98
1267,2026-01-28 09:30:00,88991.98,89289.34,88706.32,89009.79
1268,2026-01-28 13:30:00,89009.78,90031.43,88733.54,89961.14
1269,2026-01-28 17:30:00,89961.14,90361.9,88760,89360.02
1270,2026-01-28 21:30:00,89365.69,90476.81,88872.59,89268.48
1271,2026-01-29 01:30:00,89268.48,89778.38,88721.11,89162.4
1272,2026-01-29 05:30:00,89162.4,89210.16,87548.86,87906.07
1273,2026-01-29 09:30:00,87906.07,88297.88,87753.8,88218.02
1274,2026-01-29 13:30:00,88218.02,88349.2,87599.16,87675.87
1275,2026-01-29 17:30:00,87675.87,88029,84206,84781.27
1276,2026-01-29 21:30:00,84780.01,85493.8,83216.21,83835.02
1277,2026-01-30 01:30:00,83834.96,84600,83620,84513.2
1278,2026-01-30 05:30:00,84513.19,84599,81000.12,82541.7
1279,2026-01-30 09:30:00,82547.07,83202.96,81904.28,82650.01
1280,2026-01-30 13:30:00,82652.63,83164.31,82013.9,83004.91
1281,2026-01-30 17:30:00,83004.91,83673.24,82235.01,82740.33
1282,2026-01-30 21:30:00,82740.33,84509.2,81722.33,84115
1283,2026-01-31 01:30:00,84115.01,84355.99,83381.23,84110.99
1284,2026-01-31 05:30:00,84110.99,84138,83648.79,83868.88
1285,2026-01-31 09:30:00,83868.89,83992.41,83240,83391.37
1286,2026-01-31 13:30:00,83391.37,83477.55,82420.21,82866.23
1287,2026-01-31 17:30:00,82866.25,83000,80705.67,81168
1288,2026-01-31 21:30:00,81174.71,82055.36,75644.15,77656.14
1289,2026-02-01 01:30:00,77646.5,79135.99,76970.41,78648
1290,2026-02-01 05:30:00,78648,79337.99,78210.04,78785.69
1291,2026-02-01 09:30:00,78785.69,79039.07,77875,78269.98
1292,2026-02-01 13:30:00,78269.97,79158.06,78066.6,78688.99
1293,2026-02-01 17:30:00,78689,78705.07,76717,77532.55
1294,2026-02-01 21:30:00,77532.55,78367,76892.17,77092
1295,2026-02-02 01:30:00,77092,77698,75612.75,76895.53
1296,2026-02-02 05:30:00,76895.99,78113.54,74502.21,76211.71
1297,2026-02-02 09:30:00,76212.4,76866.37,74825.08,76560
1298,2026-02-02 13:30:00,76559.99,77893.65,76523.09,77679
1299,2026-02-02 17:30:00,77679,79339,77501.59,78833.37
1300,2026-02-02 21:30:00,78833.38,79270.68,78212.67,78280.98
1301,2026-02-03 01:30:00,78269.52,78906.23,77827.19,78666.85
1302,2026-02-03 05:30:00,78666.84,79123.75,77576.42,78684
1303,2026-02-03 09:30:00,78680.32,78926.19,77874.46,78712.02
1304,2026-02-03 13:30:00,78712.02,79005.95,77861.5,78000
1305,2026-02-03 17:30:00,78000,78374.59,76975.06,78064.01
1306,2026-02-03 21:30:00,78064.01,78074.01,72859,74846
1307,2026-02-04 01:30:00,74842,76865.28,74484,75661.49
1308,2026-02-04 05:30:00,75661.49,76876.54,75355.15,76611.34
1309,2026-02-04 09:30:00,76611.34,76731.09,76005.53,76415.01
1310,2026-02-04 13:30:00,76415,76500,75530.21,75898.83
1311,2026-02-04 17:30:00,75901.46,76163.81,73431.08,74015.35
1312,2026-02-04 21:30:00,74015.36,74118.24,72010,73757.15
1313,2026-02-05 01:30:00,73756.99,73980.03,71703.72,72998
1314,2026-02-05 05:30:00,72999,73173.96,71002.22,71081.55
1315,2026-02-05 09:30:00,71085.99,71494.37,70002.53,70584.8
1316,2026-02-05 13:30:00,70584.8,71840.07,69802.32,70195.21
1317,2026-02-05 17:30:00,70195.21,70784.93,66555,67368.96
1318,2026-02-05 21:30:00,67370,68547.52,65046.6,65119.05
1319,2026-02-06 01:30:00,65119.04,65567.05,62181.65,62791
1320,2026-02-06 05:30:00,62788.28,65934.81,60001,64081.99
1321,2026-02-06 09:30:00,64080.81,66725.76,63866.32,64760.64
